System,Planet,Region,xcoord,ycoord,wiki
Hutt Space,Langoona,Hutt Space,780.311,-96.773,http://starwars.wikia.com/wiki/Langoona
Hutt Space,Zisia,Hutt Space,797.703,-46.276,http://starwars.wikia.com/wiki/Zisia
Hutt Space,Ulmatra,Hutt Space,796.197,-17.688,http://starwars.wikia.com/wiki/Ulmatra
Hutt Space,Sleheyron,Hutt Space,769.783,-22.63,http://starwars.wikia.com/wiki/Sleheyron
Hutt Space,Kor Nasirii,Hutt Space,741.377,-57.225,http://starwars.wikia.com/wiki/Kor_Nasirii
Hutt Space,Kor Vosadii,Hutt Space,738.37,-69.965,http://starwars.wikia.com/wiki/Kor_Vosadii
Hutt Space,Kor Besadii,Hutt Space,748.101,-71.115,http://starwars.wikia.com/wiki/Kor_Besadii
Hutt Space,Kor Hestilic,Hutt Space,747.039,-80.758,http://starwars.wikia.com/wiki/Kor_Hestilic
Hutt Space,Kor Nijiladii,Hutt Space,755.267,-74.034,http://starwars.wikia.com/wiki/Kor_Nijiladii
Hutt Space,Nar Chunna,Hutt Space,748.543,-96.416,http://starwars.wikia.com/wiki/Nar_Chunna
Hutt Space,Bootana Shagplan,Hutt Space,787.292,-96.77,http://starwars.wikia.com/wiki/Bootana_Shagplan
Hutt Space,Du Hutta,Hutt Space,713.125,-171.861,http://starwars.wikia.com/wiki/Du_Hutta
Hutt Space,Hosko,Hutt Space,743.633,-181.681,http://starwars.wikia.com/wiki/Hosko
Hutt Space,Varl,Hutt Space,770.065,-155.661,http://starwars.wikia.com/wiki/Varl
Hutt Space,Sakiya,Hutt Space,772.553,-128.819,http://starwars.wikia.com/wiki/Sakiya
Hutt Space,Gos Hutta,Hutt Space,758.543,-117.428,http://starwars.wikia.com/wiki/Gos_Hutta
Hutt Space,Da Soocha,Hutt Space,789.312,-142.305,http://starwars.wikia.com/wiki/Da_Soocha
Hutt Space,Irith,Hutt Space,704.541,-129.903,http://starwars.wikia.com/wiki/Irith
Hutt Space,Kor Utoradii,Hutt Space,739.077,-111.456,http://starwars.wikia.com/wiki/Kor_Utoradii
Hutt Space,Kor Hunamma,Hutt Space,745.093,-125.611,http://starwars.wikia.com/wiki/Kor_Hunamma
Hutt Space,Kor Usilic,Hutt Space,751.463,-112.694,http://starwars.wikia.com/wiki/Kor_Usilic
Hutt Space,Pybus,Hutt Space,749.516,-137.908,http://starwars.wikia.com/wiki/Pybus
Hutt Space,Kor Oktanivii,Hutt Space,752.524,-125.257,http://starwars.wikia.com/wiki/Kor_Oktanivii
Hutt Space,Kor Desilijic,Hutt Space,765.529,-109.687,http://starwars.wikia.com/wiki/Kor_Desilijic
Hutt Space,Huloon,Hutt Space,770.395,-105.263,http://starwars.wikia.com/wiki/Huloon
Hutt Space,Kor Anjiliac,Hutt Space,776.676,-101.901,http://starwars.wikia.com/wiki/Kor_Anjiliac
Hutt Space,Groth,Hutt Space,771.545,-118.091,http://starwars.wikia.com/wiki/Groth
Hutt Space,Kor Jiramma,Hutt Space,777.914,-113.048,http://starwars.wikia.com/wiki/Kor_Jiramma
Hutt Space,Kor Gejalli,Hutt Space,777.914,-122.957,http://starwars.wikia.com/wiki/Kor_Gejalli
Hutt Space,Kor Trinivii,Hutt Space,786.761,-117.029,http://starwars.wikia.com/wiki/Kor_Trinivii
Hutt Space,Sakidopa,Hutt Space,779.772,-134.634,http://starwars.wikia.com/wiki/Sakidopa
Hutt Space,Sakiduba,Hutt Space,774.199,-138.704,http://starwars.wikia.com/wiki/Sakiduba
Hutt Space,Nal Hutta & Nar Shaddaa,Hutt Space,703.988,-205.807,http://starwars.wikia.com/wiki/Nal_Hutta
Hutt Space,Circumtore,Hutt Space,708.697,-244.452,http://starwars.wikia.com/wiki/Circumtore
Hutt Space,Carnovia,Hutt Space,708.523,-291.239,http://starwars.wikia.com/wiki/Carnovia
Hutt Space,Affavan,Hutt Space,734.011,-259.116,http://starwars.wikia.com/wiki/Affavan
Hutt Space,Hollastin,Hutt Space,759.325,-269.766,http://starwars.wikia.com/wiki/Hollastin
Hutt Space,Aylayl,Hutt Space,788.951,-289.467,http://starwars.wikia.com/wiki/Aylayl
Hutt Space,Rorak,Hutt Space,736.976,-228.396,http://starwars.wikia.com/wiki/Rorak_4
Hutt Space,Diyu,Hutt Space,785.625,-217.689,http://starwars.wikia.com/wiki/Diyu
Hutt Space,Nar Kaaga,Hutt Space,704.507,-331.043,http://starwars.wikia.com/wiki/Nar_Kaaga
Hutt Space,Xolu,Hutt Space,753.913,-327.377,http://starwars.wikia.com/wiki/Xolu
Hutt Space,Far Pando,Hutt Space,764.039,-368.403,http://starwars.wikia.com/wiki/Far_Pando
Hutt Space,Near Pando,Hutt Space,779.45,-411.86,http://starwars.wikia.com/wiki/Near_Pando
Hutt Space,Elgit,Hutt Space,805.45,-77.427,http://starwars.wikia.com/wiki/Elgit
Hutt Space,Usk,Hutt Space,830.197,-85.382,http://starwars.wikia.com/wiki/Usk
Hutt Space,Moralan,Hutt Space,833.143,-69.277,http://starwars.wikia.com/wiki/Moralan
Hutt Space,Tisht,Hutt Space,849.416,-177.31,http://starwars.wikia.com/wiki/Tisht
Hutt Space,Nar Haaska,Hutt Space,881.015,-149.028,http://starwars.wikia.com/wiki/Nar_Haaska
Hutt Space,Saqqar,Hutt Space,850.463,-136.109,http://starwars.wikia.com/wiki/Saqqar
Hutt Space,M'Hanna,Hutt Space,815.024,-162.994,http://starwars.wikia.com/wiki/M%27Hanna
Hutt Space,The Godsheart,Hutt Space,830.037,-132.618,http://starwars.wikia.com/wiki/The_Godsheart
Hutt Space,Sakifwanna,Hutt Space,803.388,-118.083,http://starwars.wikia.com/wiki/Sakifwanna
Hutt Space,Ylesia,Hutt Space,845.229,-213.964,http://starwars.wikia.com/wiki/Ylesia
Hutt Space,Riileb,Hutt Space,831.548,-251.234,http://starwars.wikia.com/wiki/Riileb
Hutt Space,Poytta,Hutt Space,855.999,-209.905,http://starwars.wikia.com/wiki/Poytta
Hutt Space,Ziugen,Hutt Space,875.384,-217.288,http://starwars.wikia.com/wiki/Ziugen
Hutt Space,Outland Transit,Hutt Space,896.072,-215.586,http://starwars.wikia.com/wiki/Outland_Transit
Hutt Space,Tsyk,Hutt Space,806.583,-310.067,http://starwars.wikia.com/wiki/Tsyk
Semagi,Cerea,Mid Rim,-242.428,-664.301,http://starwars.wikia.com/wiki/Cerea
Semagi,Cheelit,Mid Rim,-228.45,-678.913,http://starwars.wikia.com/wiki/Cheelit
Marzoon,Marzoon,Mid Rim,-268.794,-634.123,http://starwars.wikia.com/wiki/Marzoon
Graador,Bastooine,Mid Rim,-224.638,-737.205,http://starwars.wikia.com/wiki/Bastooine
Corbett,Corbett CLuster,Mid Rim,-238.457,-711.315,http://starwars.wikia.com/wiki/Corbett_Cluster
Narrant,Koba,Mid Rim,-195.572,-690.191,http://starwars.wikia.com/wiki/Koba
Narrant,Riflor,Mid Rim,-183.183,-698.291,http://starwars.wikia.com/wiki/Riflor
Tashtor,Chalcedon,Mid Rim,-211.455,-638.729,http://starwars.wikia.com/wiki/Chalcedon
Tashtor,Tashtor Seneca,Mid Rim,-196.366,-633.487,http://starwars.wikia.com/wiki/Tashtor_Seneca
Aldino,Iast,Mid Rim,-155.388,-778.184,http://starwars.wikia.com/wiki/Iast
Halm,Halm,Mid Rim,-170.953,-630.152,http://starwars.wikia.com/wiki/Halm
Halm,Petabys Station,Mid Rim,-186.519,-631.264,http://starwars.wikia.com/wiki/Petabys_Station
Yushan,Kaal,Mid Rim,-73.217,-742.332,http://starwars.wikia.com/wiki/Kaal
Yushan,Abraxas,Mid Rim,-46.374,-750.115,http://starwars.wikia.com/wiki/Abraxas
Yushan,Dalisor,Mid Rim,-76.076,-761.074,http://starwars.wikia.com/wiki/Dalisor
Yushan,Rrulinn,Mid Rim,-88.147,-768.857,http://starwars.wikia.com/wiki/Rrulinn
Yushan,Jiroch,Mid Rim,-73.058,-780.928,http://starwars.wikia.com/wiki/Jiroch
Bruanii,Quamar,Mid Rim,-72.899,-796.494,http://starwars.wikia.com/wiki/Quamar
Bruanii,Mugaar,Mid Rim,-81.511,-809.884,http://starwars.wikia.com/wiki/Mugaar
Bruanii,Cargamalis,Mid Rim,-79.85,-808.016,http://starwars.wikia.com/wiki/Cargamalis
Gendius,Lorta,Mid Rim,-106.149,-777.866,http://starwars.wikia.com/wiki/Lorta
Gendius,Quaensan Prime,Mid Rim,-103.29,-760.394,http://starwars.wikia.com/wiki/Quaensan_Prime
Elbaran,Porchello,Mid Rim,-147.128,-765.954,http://starwars.wikia.com/wiki/Porchello
Elbaran,Elbara,Mid Rim,-120.127,-732.758,http://starwars.wikia.com/wiki/Elbara
Elbaran,Hirsi,Mid Rim,-127.115,-727.357,http://starwars.wikia.com/wiki/Hirsi
Sombure,Barcaria,Mid Rim,-85.501,-669.383,http://starwars.wikia.com/wiki/Barcaria
Sombure,Balis-Baurgh,Mid Rim,-83.754,-677.643,http://starwars.wikia.com/wiki/Balis-Baurgh
Sombure,Ichtor,Mid Rim,-95.349,-689.396,http://starwars.wikia.com/wiki/Ichtor
Sombure,D'rinba,Mid Rim,-72.422,-705.96,http://starwars.wikia.com/wiki/D'rinba
Sombure,Chibias,Mid Rim,-67.34,-717.554,http://starwars.wikia.com/wiki/Chibias
Irnaj,Miztoc,Mid Rim,-14.607,-729.626,http://starwars.wikia.com/wiki/Miztoc
Wornal,Bomis Koori,Mid Rim,-60.351,-687.535,http://starwars.wikia.com/wiki/Bomis_Koori
Wornal,Kriselist,Mid Rim,-62.257,-697.859,http://starwars.wikia.com/wiki/Kriselist
Spirva,Naalol,Mid Rim,20.653,-707.707,http://starwars.wikia.com/wiki/Naalol
Spirva,Cyphar,Mid Rim,9.059,-744.715,http://starwars.wikia.com/wiki/Cyphar
D'Aelgoth,Feenix,Mid Rim,-3.013,-738.838,http://starwars.wikia.com/wiki/Feenix
D'Aelgoth,Ogem,Mid Rim,8.252,-772.356,http://starwars.wikia.com/wiki/Ogem
D'Aelgoth,Tarsa,Mid Rim,1.144,-775.802,http://starwars.wikia.com/wiki/Tarsa
D'Aelgoth,Selenius,Mid Rim,11.154,-777.433,http://starwars.wikia.com/wiki/Selenius
D'Aelgoth,New Cylimba,Mid Rim,32.025,-776.875,http://starwars.wikia.com/wiki/New_Cylimba
Agarix,Dasoor,Mid Rim,-5.954,-814.104,http://starwars.wikia.com/wiki/Dasoor
Senex,Mussubir,Mid Rim,19.841,-780.843,http://starwars.wikia.com/wiki/Mussubir
Senex,Skartis,Mid Rim,24.586,-784.098,http://starwars.wikia.com/wiki/Skartis
Senex,Cyimarra,Mid Rim,26.086,-780.821,http://starwars.wikia.com/wiki/Cyimarra
Senex,Veron,Mid Rim,31.443,-782.325,http://starwars.wikia.com/wiki/Veron
Senex,Presteen,Mid Rim,31.717,-785.756,http://starwars.wikia.com/wiki/Presteen
Senex,Paramatan,Mid Rim,26.146,-788.416,http://starwars.wikia.com/wiki/Paramatan
Senex,Nantama,Mid Rim,25.065,-792.23,http://starwars.wikia.com/wiki/Nantama
Senex,Rulaar,Mid Rim,28.13,-790.973,http://starwars.wikia.com/wiki/Rulaar
Senex,Aquella,Mid Rim,29.651,-793.95,http://starwars.wikia.com/wiki/Aquella
Senex,Caltinia,Mid Rim,33.157,-791.326,http://starwars.wikia.com/wiki/Caltinia
Senex,Adoris,Mid Rim,36.729,-792.693,http://starwars.wikia.com/wiki/Adoris
Senex,Knores,Mid Rim,42.77,-791.833,http://starwars.wikia.com/wiki/Knores
Senex,Nepoy,Mid Rim,35.5,-795.852,http://starwars.wikia.com/wiki/Nepoy
Senex,Nars,Mid Rim,40.496,-796.778,http://starwars.wikia.com/wiki/Nars
Senex,Neelanon,Mid Rim,44.706,-796.461,http://starwars.wikia.com/wiki/Neelanon
Senex,Senex,Mid Rim,44.686,-790.851,http://starwars.wikia.com/wiki/Senex
Senex,Crovna,Mid Rim,47.486,-798.112,http://starwars.wikia.com/wiki/Crovna
Senex,Asmeru,Mid Rim,48.853,-797.706,http://starwars.wikia.com/wiki/Asmeru
Senex,Asmeru Anomaly,Mid Rim,48.825,-797.803,http://starwars.wikia.com/wiki/Asmeru_Anomaly
Senex,Karfeddion,Mid Rim,38.44,-805.829,http://starwars.wikia.com/wiki/Karfeddion
Senex,Hutlar,Mid Rim,37.811,-800.504,http://starwars.wikia.com/wiki/Hutlar
Senex,Fengrine,Mid Rim,42.485,-802.16,http://starwars.wikia.com/wiki/Fengrine
Senex,Angratha,Mid Rim,48.438,-802.187,http://starwars.wikia.com/wiki/Angratha
Senex,Hestria,Mid Rim,48.174,-806.367,http://starwars.wikia.com/wiki/Hestria
Senex,Kedorzha,Mid Rim,49.629,-810.6,http://starwars.wikia.com/wiki/Kedorzha
Senex,Simoom,Mid Rim,45.898,-808.563,http://starwars.wikia.com/wiki/Simoom
Senex,Hovan,Mid Rim,43.464,-811.923,http://starwars.wikia.com/wiki/Hovan
Senex,Serat,Mid Rim,41.559,-810.362,http://starwars.wikia.com/wiki/Serat
Senex,Yetoom,Mid Rim,31.677,-815.769,http://starwars.wikia.com/wiki/Yetoom
Senex,Tekurr'k,Mid Rim,34.852,-811.469,http://starwars.wikia.com/wiki/Tekurr'k
Senex,Port Evokk,Mid Rim,36.329,-809.494,http://starwars.wikia.com/wiki/Port_Evokk
Senex,Antiquity,Mid Rim,32.956,-810.786,http://starwars.wikia.com/wiki/Antiquity
Senex,Atron,Mid Rim,37.414,-807.743,http://starwars.wikia.com/wiki/Atron
Senex,Jalarren,Mid Rim,34.04,-807.694,http://starwars.wikia.com/wiki/Jalarren
Senex,Boro-borosa,Mid Rim,38.732,-811.293,http://starwars.wikia.com/wiki/Boro-borosa
Senex,Shoon,Mid Rim,29.472,-810.212,http://starwars.wikia.com/wiki/Shoon
Senex,Osmani,Mid Rim,28.127,-810.19,http://starwars.wikia.com/wiki/Osmani
Senex,Kamur,Mid Rim,25.322,-813.308,http://starwars.wikia.com/wiki/Kamur
Senex,Voorsbain,Mid Rim,34.856,-805.406,http://starwars.wikia.com/wiki/Voorsbain
Senex,Varadan,Mid Rim,25.12,-811.033,http://starwars.wikia.com/wiki/Varadan
Senex,Suliana,Mid Rim,30.451,-807.192,http://starwars.wikia.com/wiki/Suliana
Senex,Tranthellix,Mid Rim,26.046,-809.225,http://starwars.wikia.com/wiki/Tranthellix
Senex,Usnia,Mid Rim,24.699,-807.508,http://starwars.wikia.com/wiki/Usnia
Senex,Doreen,Mid Rim,24.436,-805.542,http://starwars.wikia.com/wiki/Doreen
Senex,Bator Bai,Mid Rim,26.641,-804.841,http://starwars.wikia.com/wiki/Bator_Bai
Senex,Kalgo,Mid Rim,25.305,-802.257,http://starwars.wikia.com/wiki/Kalgo
Senex,Denebia,Mid Rim,30.614,-803.245,http://starwars.wikia.com/wiki/Denebia
Senex,Anturus,Mid Rim,36.047,-804.374,http://starwars.wikia.com/wiki/Anturus
Juvex,Umthyg,Mid Rim,-1.417,-813.927,http://starwars.wikia.com/wiki/Umthyg
Juvex,Arporatal-Lanin,Mid Rim,-1.836,-811.103,http://starwars.wikia.com/wiki/Arporatal-Lanin
Juvex,Farstone,Mid Rim,-923,-816.039,http://starwars.wikia.com/wiki/Farstone
Juvex,Thull's Vault,Mid Rim,-999,-808.087,http://starwars.wikia.com/wiki/Thull's_Vault
Juvex,Talhovi,Mid Rim,-712,-806.036,http://starwars.wikia.com/wiki/Talhovi
Juvex,Little Talhovi,Mid Rim,-791,-801.962,http://starwars.wikia.com/wiki/Little_Talhovi
Juvex,Valorsi,Mid Rim,3.594,-797.103,http://starwars.wikia.com/wiki/Valorsi
Juvex,Carsanza,Mid Rim,6.002,-798.565,http://starwars.wikia.com/wiki/Carsanza
Juvex,Malador,Mid Rim,10.177,-798.612,http://starwars.wikia.com/wiki/Malador
Juvex,Yhifar,Mid Rim,7.272,-788.76,http://starwars.wikia.com/wiki/Yhifar
Juvex,Kardura,Mid Rim,4.856,-789.986,http://starwars.wikia.com/wiki/Kardura
Juvex,Dioll,Mid Rim,4.053,-792.491,http://starwars.wikia.com/wiki/Dioll
Juvex,Thermon,Mid Rim,5.623,-793.32,http://starwars.wikia.com/wiki/Thermon
Juvex,Ossiathora,Mid Rim,14.372,-789.466,http://starwars.wikia.com/wiki/Ossiathora
Juvex,Zaria,Mid Rim,13.375,-795.128,http://starwars.wikia.com/wiki/Zaria
Juvex,Anstares,Mid Rim,15.51,-793.84,http://starwars.wikia.com/wiki/Anstares
Juvex,Kassido,Mid Rim,11.735,-787.799,http://starwars.wikia.com/wiki/Kassido
Juvex,Deminol,Mid Rim,17.512,-791.777,http://starwars.wikia.com/wiki/Deminol
Juvex,Manforgon,Mid Rim,15.412,-785.151,http://starwars.wikia.com/wiki/Manforgon
Juvex,Velga,Mid Rim,10.438,-812.689,http://starwars.wikia.com/wiki/Velga
Juvex,Dramassia,Mid Rim,4.327,-813.574,http://starwars.wikia.com/wiki/Dramassia
Juvex,Q'mara,Mid Rim,9.984,-815.633,http://starwars.wikia.com/wiki/Q'mara
Juvex,Pieldi,Mid Rim,6.666,-811.382,http://starwars.wikia.com/wiki/Pieldi
Juvex,K'ath,Mid Rim,1.609,-808.652,http://starwars.wikia.com/wiki/K'ath
Juvex,Pirralor,Mid Rim,5.887,-807.093,http://starwars.wikia.com/wiki/Pirralor
Juvex,Zyluria,Mid Rim,4.231,-800.47,http://starwars.wikia.com/wiki/Zyluria
Juvex,Resti Kel,Mid Rim,8.496,-801.836,http://starwars.wikia.com/wiki/Resti_Kel
Juvex,Tyluun,Mid Rim,12.226,-804.083,http://starwars.wikia.com/wiki/Tyluun
Juvex,Loovria,Mid Rim,16.15,-809.463,http://starwars.wikia.com/wiki/Loovria
Juvex,Vulcar,Mid Rim,14.695,-804.48,http://starwars.wikia.com/wiki/Vulcar
Juvex,Tinallis,Mid Rim,17.941,-806.676,http://starwars.wikia.com/wiki/Tinallis
Juvex,Kimm Cresh,Mid Rim,19.03,-804.661,http://starwars.wikia.com/wiki/Kimm_Cresh
Juvex,Kimm Besh,Mid Rim,19.572,-804.202,http://starwars.wikia.com/wiki/Kimm_Besh
Juvex,Kimm Aurek,Mid Rim,20.048,-803.664,http://starwars.wikia.com/wiki/Kimm_Aurek
Juvex,Juvex,Mid Rim,23.025,-802.376,http://starwars.wikia.com/wiki/Juvex
Ado,Eiattu,Mid Rim,88.728,-753.928,http://starwars.wikia.com/wiki/Eiattu
Ado,Medth,Mid Rim,149.878,-728.038,http://starwars.wikia.com/wiki/Medth
Ado,Indupar,Mid Rim,142.254,-729.626,http://starwars.wikia.com/wiki/Indupar
Ado,Tshindral,Mid Rim,152.102,-745.192,http://starwars.wikia.com/wiki/Tshindral
Ado,StarForge Nebula,Mid Rim,106.199,-745.668,http://starwars.wikia.com/wiki/StarForge_Nebula
Hadar,Echnos,Mid Rim,93.997,-787.011,http://starwars.wikia.com/wiki/Echnos
Hadar,Rindao,Mid Rim,45.66,-787.05,http://starwars.wikia.com/wiki/Rindao
Hadar,Parada,Mid Rim,47.353,-782.923,http://starwars.wikia.com/wiki/Parada
Hadar,Tibrin,Mid Rim,71.583,-801.534,http://starwars.wikia.com/wiki/Tibrin
Var Hagen,Opiteihr,Mid Rim,185.457,-651.64,http://starwars.wikia.com/wiki/Opiteihr
Var Hagen,Vogel,Mid Rim,167.191,-675.623,http://starwars.wikia.com/wiki/Vogel
Var Hagen,Alakatha,Mid Rim,139.395,-659.263,http://starwars.wikia.com/wiki/Alakatha
Var Hagen,Lanthe,Mid Rim,142.89,-675.623,http://starwars.wikia.com/wiki/Lanthe
Var Hagen,Vondarc,Mid Rim,146.702,-692.936,http://starwars.wikia.com/wiki/Vondarc
Dustig,Chryya,Mid Rim,197.21,-729.944,http://starwars.wikia.com/wiki/Chryya
Dustig,Haruun Kal,Mid Rim,179.58,-707.231,http://starwars.wikia.com/wiki/Haruun_Kal
Dustig,Kath,Mid Rim,171.956,-707.231,http://starwars.wikia.com/wiki/Kath
Dustig,Demos,Mid Rim,222.147,-653.228,http://starwars.wikia.com/wiki/Demos
Dustig,ZeHeth,Mid Rim,212.299,-668.158,http://starwars.wikia.com/wiki/ZeHeth
Dustig,Malastare,Mid Rim,208.329,-683.565,http://starwars.wikia.com/wiki/Malastare
Dustig,Nuvar,Mid Rim,217.859,-711.837,http://starwars.wikia.com/wiki/Nuvar
Tyus,Nuralee,Mid Rim,244.066,-631.15,http://starwars.wikia.com/wiki/Nuralee
Tyus,Tyus Cluster,Mid Rim,208.646,-639.251,http://starwars.wikia.com/wiki/Tyus_Cluster
Mulgard,Umgul,Mid Rim,259.949,-671.494,http://starwars.wikia.com/wiki/Umgul
Quess,Trevi,Mid Rim,266.144,-722.32,http://starwars.wikia.com/wiki/Trevi
Quess,Old Mankoo,Mid Rim,244.225,-702.784,http://starwars.wikia.com/wiki/Old_Mankoo
Chommel,Karlinus,Mid Rim,322.053,-692.936,http://starwars.wikia.com/wiki/Karlinus
Chommel,Naboo,Mid Rim,334.442,-707.231,http://starwars.wikia.com/wiki/Naboo
Alui,Enarc,Mid Rim,340.795,-716.125,http://starwars.wikia.com/wiki/Enarc
Alui,Alui,Mid Rim,308.393,-727.403,http://starwars.wikia.com/wiki/Alui
Churnis,Ansion,Mid Rim,-206.649,300.047,http://starwars.wikia.com/wiki/Ansion
Churnis,Namadii,Mid Rim,-207.602,314.183,http://starwars.wikia.com/wiki/Namadii
Churnis,Gilatter,Mid Rim,-219.673,288.77,http://starwars.wikia.com/wiki/Gilatter
Churnis,Rustibar,Mid Rim,-183.142,288.453,http://starwars.wikia.com/wiki/Rustibar
Churnis,Kalaan,Mid Rim,-197.596,272.569,http://starwars.wikia.com/wiki/Kalaan
Rago,Rago,Mid Rim,-256.681,254.145,http://starwars.wikia.com/wiki/Rago
Rago,Sinton,Mid Rim,-235.398,275.587,http://starwars.wikia.com/wiki/Sinton
Outer Jalor,Kril'Dor,Mid Rim,-239.527,250.492,http://starwars.wikia.com/wiki/Kril%27Dor
Belshar,Ord Varee,Mid Rim,-193.307,263.357,http://starwars.wikia.com/wiki/Ord_Varee
Jalor,Glee Anselm,Mid Rim,-180.283,239.215,http://starwars.wikia.com/wiki/Glee_Anselm
Jalor,Vaced,Mid Rim,-164.558,221.108,http://starwars.wikia.com/wiki/Vaced
Barsa,Uba,Mid Rim,-108.783,337.755,http://starwars.wikia.com/wiki/Uba
Ariarch,Dalron,Mid Rim,-154.646,331.799,http://starwars.wikia.com/wiki/Dalron
Ariarch,Keitum,Mid Rim,-163.581,319.291,http://starwars.wikia.com/wiki/Keitum
Clythe,Iridonia,Mid Rim,-115.454,293.56,http://starwars.wikia.com/wiki/Iridonia
Clythe,Valrar,Mid Rim,-118.79,273.547,http://starwars.wikia.com/wiki/Valrar
Clythe,Fornax,Mid Rim,-100.207,263.422,http://starwars.wikia.com/wiki/Fornax
Clythe,Vortex,Mid Rim,-91.505,221.147,http://starwars.wikia.com/wiki/Vortex
Clythe,Nentan,Mid Rim,-69.711,232.211,http://starwars.wikia.com/wiki/Nentan
Vorc,Vicondor,Mid Rim,-124.339,207.746,http://starwars.wikia.com/wiki/Vicondor
Kesh,Ebra,Mid Rim,68.473,332.633,http://starwars.wikia.com/wiki/Ebra
Vorc,Station 88,Mid Rim,-119.783,209.488,http://starwars.wikia.com/wiki/Station_88
Corthenia,Baltizaar,Mid Rim,-62.087,277.24,http://starwars.wikia.com/wiki/Baltizaar
Irishi,Orinda,Mid Rim,-26.23,349.31,http://starwars.wikia.com/wiki/Orinda
Irishi,Obredaan,Mid Rim,-13.008,320.959,http://starwars.wikia.com/wiki/Obredaan
Irishi,Gonmore,Mid Rim,-11.459,314.169,http://starwars.wikia.com/wiki/Gonmore
Irishi,Ord Tessebok,Mid Rim,-9.196,308.212,http://starwars.wikia.com/wiki/Ord_Tessebok
Dohu,Dohu,Mid Rim,-24.563,243.885,http://starwars.wikia.com/wiki/Dohu
Druess,Ank Kit'aar,Mid Rim,347.466,-589.854,http://starwars.wikia.com/wiki/Ank_Kit%27aar
Druess,Sedesia,Mid Rim,332.694,-608.119,http://starwars.wikia.com/wiki/Sedesia
Ryndellian,Kaliida Shoals,Mid Rim,385.268,-731.691,http://starwars.wikia.com/wiki/Kaliida_Shoals
Ryndellian,Ryndellia,Mid Rim,377.009,-706.119,http://starwars.wikia.com/wiki/Ryndellia
Ryndellian,Farstine,Mid Rim,408.457,-708.184,http://starwars.wikia.com/wiki/Farstine
Ryndellian,Ninzan,Mid Rim,412.587,-723.114,http://starwars.wikia.com/wiki/Ninzan
Lambda,Andosha,Mid Rim,494.703,-595.572,http://starwars.wikia.com/wiki/Andosha
Lambda,Argus,Mid Rim,481.997,-615.743,http://starwars.wikia.com/wiki/Argus
Lambda,Zolan,Mid Rim,471.037,-627.815,http://starwars.wikia.com/wiki/Zolan
Lambda,Rintonne,Mid Rim,455.313,-637.186,http://starwars.wikia.com/wiki/Rintonne
Lambda,Ando,Mid Rim,525.835,-597.637,http://starwars.wikia.com/wiki/Ando
Lambda,Mon Gazza,Mid Rim,516.146,-614.473,http://starwars.wikia.com/wiki/Mon_Gazza
Hevvrol,Triffis,Mid Rim,383.521,-556.817,http://starwars.wikia.com/wiki/Triffis
Hevvrol,Bannistar Station,Mid Rim,383.997,-572.7,http://starwars.wikia.com/wiki/Bannistar_Station
Hevvrol,Kalarba,Mid Rim,404.01,-516.95,http://starwars.wikia.com/wiki/Kalarba
Corweillian,Kabray,Mid Rim,469.29,-567.3,http://starwars.wikia.com/wiki/Kabray
Corweillian,Algara,Mid Rim,482.156,-579.688,http://starwars.wikia.com/wiki/Algara
Xan,Thape,Mid Rim,530.917,-580.006,http://starwars.wikia.com/wiki/Thape
Haserian,Haseria,Mid Rim,491.844,-518.856,http://starwars.wikia.com/wiki/Haseria
Haserian,Monastery,Mid Rim,510.587,-496.301,http://starwars.wikia.com/wiki/Monastery
Churba,Lelmra,Mid Rim,444.83,-484.389,http://starwars.wikia.com/wiki/Lelmra
Churba,New Cov,Mid Rim,404.328,-495.984,http://starwars.wikia.com/wiki/New_Cov
Sloo,Lorahns,Mid Rim,452.454,-424.986,http://starwars.wikia.com/wiki/Lorahns
Sloo,Sanza,Mid Rim,441.971,-452.623,http://starwars.wikia.com/wiki/Sanza
Trans'Vulta,Null,Mid Rim,225.241,268.663,http://starwars.wikia.com/wiki/Null
Trans'Vulta,Skorrupon,Mid Rim,225.837,252.343,http://starwars.wikia.com/wiki/Skorrupon
Trans'Vulta,Vulta,Mid Rim,253.116,253.058,http://starwars.wikia.com/wiki/Vulta
Trans'Vulta,Geris,Mid Rim,317.443,234.474,http://starwars.wikia.com/wiki/Geris
Trans'Vulta,Surcaris,Mid Rim,324.591,223.158,http://starwars.wikia.com/wiki/Surcaris
Strabin,Djurmo,Mid Rim,169.491,282.362,http://starwars.wikia.com/wiki/Djurmo
Strabin,Lavisar,Mid Rim,196.651,291.058,http://starwars.wikia.com/wiki/Lavisar
Droma,Lonnaw,Mid Rim,-20.036,335.73,http://starwars.wikia.com/wiki/Lonnaw
Kesh,Entuur,Mid Rim,64.781,327.272,http://starwars.wikia.com/wiki/Entuur
Ottega,Ithor,Mid Rim,110.882,321.673,http://starwars.wikia.com/wiki/Ithor
Hewett,Hewett,Mid Rim,153.766,308.808,http://starwars.wikia.com/wiki/Hewett
M'shinni,Ylix,Mid Rim,101.947,268.187,http://starwars.wikia.com/wiki/Ylix
M'shinni,Genassa,Mid Rim,111.835,295.943,http://starwars.wikia.com/wiki/Genassa
Urce,Urce,Mid Rim,73.834,309.761,http://starwars.wikia.com/wiki/Urce
Qiilura,Yout,Mid Rim,811,277.597,http://starwars.wikia.com/wiki/Yout
